label,carat,cut,color,clarity,depth,table,x,y,z,price
322.00,0.71,Ideal,D,VVS2,61.60,56.00,5.69,5.77,3.53,4222.00
323.00,0.70,Good,H,VS2,63.80,60.00,5.59,5.51,3.54,2083.00
324.00,0.32,Ideal,J,IF,62.20,56.00,4.37,4.41,2.73,533.00
325.00,1.74,Ideal,D,SI2,64.50,56.00,7.56,7.54,4.87,12361.00
326.00,0.57,Ideal,D,VS2,61.80,56.00,5.31,5.34,3.29,1998.00
327.00,1.11,Premium,E,SI2,62.50,58.00,6.63,6.61,4.14,4664.00
328.00,0.34,Premium,G,VS2,60.30,58.00,4.49,4.53,2.72,596.00
329.00,0.80,Very Good,E,VS1,62.40,54.00,5.98,5.94,3.72,4495.00
330.00,1.83,Premium,I,SI1,62.90,55.00,7.90,7.78,4.93,11883.00
331.00,0.90,Premium,G,I1,61.30,59.00,6.20,6.15,3.78,1777.00
332.00,0.70,Ideal,H,VS2,62.40,58.00,5.67,5.71,3.55,2429.00
333.00,0.32,Ideal,E,VVS2,61.30,55.00,4.41,4.43,2.71,1010.00
334.00,1.51,Premium,G,SI1,61.60,59.00,7.32,7.30,4.50,10739.00
335.00,1.50,Fair,G,VS2,64.40,56.00,7.16,7.09,4.59,12787.00
336.00,0.23,Very Good,E,VVS1,61.80,59.00,3.90,3.93,2.42,530.00
337.00,1.52,Premium,D,SI2,60.60,62.00,7.42,7.37,4.48,9561.00
338.00,1.25,Premium,J,SI2,61.50,57.00,7.00,6.93,4.28,4690.00
339.00,0.52,Very Good,F,VS2,63.90,57.00,5.08,5.12,3.26,1550.00
340.00,1.02,Premium,G,SI2,62.90,59.00,6.40,6.38,4.02,4370.00
341.00,1.16,Premium,G,VS1,61.90,58.00,6.76,6.72,4.17,8107.00
342.00,0.42,Premium,D,VS2,61.30,58.00,4.80,4.83,2.95,825.00
343.00,0.42,Ideal,D,SI1,61.50,56.00,4.85,4.81,2.97,1040.00
344.00,2.01,Very Good,H,SI1,63.50,57.00,7.96,7.88,5.03,14725.00
345.00,0.51,Very Good,E,VS1,,54.70,5.12,5.15,31.80,1970.00
346.00,1.15,Ideal,H,I1,62.00,55.00,6.76,6.69,4.17,3606.00
347.00,0.70,Ideal,G,VS1,60.60,57.00,5.73,5.79,3.50,3384.00
348.00,0.42,Ideal,G,VS2,61.60,56.00,4.82,4.83,2.97,847.00
349.00,1.50,Premium,H,SI1,62.40,58.00,7.33,7.28,4.56,9697.00
350.00,0.44,Good,J,VS1,63.10,57.00,4.83,4.87,3.06,694.00
351.00,1.70,Premium,I,VS2,61.70,59.00,7.63,7.68,4.72,11257.00
352.00,0.96,Fair,F,SI2,65.20,58.00,6.14,6.12,3.99,3688.00
353.00,1.02,Very Good,H,VS2,62.50,56.00,6.42,6.45,4.02,5217.00
354.00,0.70,Very Good,E,SI1,61.70,62.00,5.64,5.68,3.49,2569.00
355.00,1.01,Good,G,SI1,60.70,59.00,6.35,6.40,3.87,4672.00
356.00,0.60,Premium,D,SI1,62.90,58.00,5.39,5.33,3.37,1799.00
357.00,0.90,Very Good,G,VS2,61.50,60.00,6.13,6.16,3.78,4386.00
358.00,1.13,Very Good,E,SI1,62.70,57.00,6.62,6.65,4.16,4922.00
359.00,0.91,Premium,H,VS2,60.60,58.00,6.30,6.25,3.80,4293.00
360.00,0.31,Ideal,E,IF,61.90,56.00,4.35,4.37,2.70,1060.00
361.00,1.02,Very Good,F,SI2,58.70,63.00,6.49,6.46,3.80,3875.00
362.00,1.51,Very Good,E,SI2,62.80,59.00,7.24,7.31,4.57,9058.00
363.00,1.06,Very Good,G,I1,60.70,63.00,6.59,6.56,3.99,2080.00
364.00,1.51,Premium,D,SI1,62.20,59.00,7.34,7.29,4.55,10122.00
365.00,1.24,Ideal,I,SI1,61.10,60.00,6.94,6.91,4.23,5976.00
366.00,0.73,Ideal,G,VS2,62.50,56.00,5.78,5.74,3.60,2586.00
367.00,0.41,Ideal,D,VS2,61.70,56.00,4.81,4.78,2.96,1076.00
368.00,0.29,Very Good,I,VS2,,55.00,4.25,4.27,2.66,384.00
369.00,0.53,Ideal,J,SI2,61.90,54.00,5.20,5.23,3.23,856.00
370.00,1.50,Premium,E,SI2,61.50,60.00,7.29,7.22,4.46,7182.00
371.00,0.30,Good,F,IF,60.00,63.00,4.30,4.36,2.60,742.00
372.00,0.32,Ideal,E,VS2,62.30,54.00,4.40,4.37,2.73,900.00
373.00,0.81,Premium,H,SI2,60.00,59.00,6.03,5.97,3.62,2344.00
374.00,0.27,Premium,E,VVS1,60.60,58.00,4.20,4.18,2.54,799.00
375.00,1.39,Ideal,J,VS2,60.90,57.00,7.20,7.25,4.40,6831.00
376.00,0.33,Very Good,F,VVS2,61.60,57.00,4.44,4.46,2.74,801.00
377.00,0.32,Ideal,I,VS1,62.40,54.00,4.38,4.40,2.74,523.00
378.00,0.90,Ideal,F,SI2,61.80,56.00,6.18,6.21,3.83,4593.00
379.00,0.31,Good,G,VS2,63.10,58.00,4.30,4.35,2.73,544.00
380.00,0.40,Premium,E,VS1,60.10,58.00,4.76,4.72,2.85,1125.00
381.00,0.32,Very Good,H,VVS1,61.20,57.00,4.39,4.42,2.69,672.00
382.00,1.22,Ideal,F,VVS1,61.20,57.00,6.88,6.92,4.22,13029.00
383.00,0.38,Ideal,E,VVS2,62.00,57.00,4.64,4.69,2.89,1030.00
384.00,0.71,Very Good,D,VVS2,62.30,60.00,5.65,5.71,3.54,3799.00
385.00,0.71,Very Good,G,SI2,63.20,59.00,5.60,5.64,3.55,2107.00
386.00,1.05,Very Good,G,SI1,61.60,57.00,6.51,6.54,4.02,5197.00
387.00,1.04,Ideal,F,SI1,61.30,56.00,6.55,6.50,4.00,5882.00
388.00,0.71,Ideal,F,VS1,61.10,57.00,5.76,5.82,3.54,3013.00
389.00,0.42,Ideal,E,SI1,62.10,55.00,4.81,4.79,2.98,953.00
390.00,0.44,Ideal,D,VS1,61.10,56.00,4.95,4.91,3.01,1294.00
391.00,0.41,Very Good,F,SI1,63.40,58.00,4.75,4.68,2.99,852.00
392.00,0.50,Ideal,H,VS1,61.10,56.00,5.10,5.14,3.13,1637.00
393.00,0.58,Ideal,E,VS2,61.80,57.00,5.32,5.36,3.30,1903.00
394.00,0.30,Ideal,E,VVS2,61.80,56.00,4.35,4.33,2.68,1013.00
395.00,1.18,Very Good,G,VS2,62.70,54.70,6.74,6.77,4.23,8411.00
396.00,0.91,Ideal,H,SI1,62.00,56.00,6.19,6.22,3.85,4337.00
397.00,1.20,Ideal,F,VVS1,61.10,55.00,6.86,6.89,4.20,13088.00
398.00,0.33,Premium,F,SI2,62.30,58.00,4.43,4.40,2.75,557.00
399.00,0.34,Ideal,F,VVS1,61.70,55.00,4.51,4.50,2.78,959.00
400.00,0.32,Premium,G,VS2,62.30,58.00,4.41,4.36,2.73,720.00
401.00,0.38,Very Good,E,SI2,62.50,61.00,4.59,4.63,2.88,590.00
402.00,0.26,Very Good,E,VVS2,61.40,57.00,4.10,4.13,2.52,506.00
403.00,0.52,Very Good,G,SI1,61.70,57.00,5.13,5.16,3.17,1311.00
404.00,2.00,Good,J,I1,63.60,62.00,7.97,7.80,5.02,6521.00
405.00,0.76,Ideal,E,VS2,61.60,56.00,5.85,5.90,3.62,3864.00
406.00,1.09,Ideal,G,SI1,62.20,56.00,6.60,6.55,4.09,4970.00
407.00,0.25,Good,D,VS1,57.60,60.00,4.15,4.18,2.40,399.00
408.00,0.71,Good,E,VS2,62.80,60.00,5.60,5.65,3.53,2836.00
409.00,0.41,Fair,D,VVS2,64.50,57.00,4.68,4.65,3.01,1089.00
410.00,2.27,Premium,J,VS1,62.40,58.00,8.41,8.36,5.23,17149.00
411.00,1.01,Premium,G,VVS2,63.00,61.00,6.36,6.34,4.00,7665.00
412.00,0.75,Very Good,E,SI1,62.90,57.00,5.79,5.84,3.66,2753.00
413.00,0.72,Premium,J,SI1,62.10,59.00,5.75,5.71,3.56,1987.00
414.00,2.36,Ideal,H,SI2,62.20,55.00,8.51,8.56,5.30,17569.00
415.00,1.01,Ideal,G,VS2,62.70,54.00,6.43,6.47,4.04,6937.00
416.00,1.03,Very Good,F,SI2,61.10,59.00,6.51,6.58,4.00,4218.00
417.00,0.70,Very Good,E,SI1,61.20,57.00,5.68,5.73,3.49,2753.00
418.00,0.30,Premium,G,VS2,61.60,60.00,4.33,4.28,2.65,675.00
419.00,1.51,Ideal,F,VS2,62.20,53.00,7.35,7.31,4.56,13771.00
420.00,0.30,Premium,F,VS1,60.50,60.00,4.29,4.31,2.60,658.00
421.00,0.71,Ideal,I,VVS1,62.30,56.00,5.70,5.73,3.56,2606.00
422.00,0.36,Ideal,D,VS2,61.30,55.00,4.58,4.62,2.82,928.00
423.00,0.90,Ideal,G,SI2,,56.00,6.14,6.19,3.85,3500.00
424.00,0.35,Premium,J,VS1,62.40,58.00,5.67,5.64,3.53,949.00
425.00,0.70,Very Good,H,SI1,62.60,57.00,5.64,5.70,3.55,1830.00
426.00,1.00,Premium,I,SI1,62.20,62.00,6.39,6.33,3.96,3360.00
427.00,0.30,Ideal,G,SI1,62.20,57.00,4.26,4.29,2.66,477.00
428.00,0.90,Good,I,SI2,60.90,63.00,6.13,6.21,3.76,2680.00
429.00,1.02,Fair,D,SI1,70.60,57.00,6.08,6.01,4.27,4398.00
430.00,0.26,Very Good,I,SI1,59.20,60.00,4.20,4.24,2.50,445.00
431.00,0.33,Ideal,D,VS1,61.70,55.00,4.48,4.50,2.77,1007.00
432.00,0.51,Good,D,SI2,63.90,55.00,5.10,5.04,3.24,1268.00
433.00,1.20,Ideal,H,VS2,59.90,57.00,6.91,6.87,4.13,6487.00
434.00,0.25,Very Good,F,VVS1,62.20,56.00,4.02,4.03,2.50,633.00
435.00,0.51,Good,F,SI1,63.60,56.00,5.11,5.08,3.24,1312.00
436.00,0.90,Good,I,VVS2,62.90,61.00,6.10,6.14,3.85,3946.00
437.00,1.07,Very Good,D,SI1,61.80,61.00,6.54,6.57,4.05,5767.00
438.00,0.30,Ideal,E,SI2,62.10,54.00,4.32,4.35,2.69,401.00
439.00,2.01,Premium,J,VS2,60.50,60.00,8.13,8.09,4.91,13400.00
440.00,1.04,Premium,F,VVS2,59.20,58.00,6.68,6.66,3.95,8722.00
441.00,2.01,Very Good,J,SI1,59.30,62.00,8.15,8.20,4.85,12257.00
442.00,0.71,Very Good,H,SI1,,57.00,5.65,5.61,3.55,2207.00
443.00,0.50,Very Good,D,VS2,63.80,56.00,5.05,5.08,3.23,1580.00
444.00,0.59,Premium,E,SI1,61.80,60.00,5.39,5.33,3.31,1789.00
445.00,1.00,Ideal,D,SI1,60.20,57.00,6.48,6.54,3.92,4774.00
446.00,0.31,Ideal,D,VS2,61.80,57.00,4.38,4.36,2.70,942.00
447.00,0.70,Good,F,VS1,59.40,62.00,5.71,5.76,3.40,2759.00
448.00,0.51,Very Good,H,VS1,60.70,56.00,5.18,5.21,3.16,1628.00
449.00,1.52,Premium,H,SI2,62.60,60.00,7.34,7.30,4.58,6086.00
450.00,0.91,Very Good,E,SI2,62.80,61.00,6.07,6.09,3.82,3703.00
451.00,0.95,Premium,G,SI2,59.70,61.00,6.35,6.27,3.77,3830.00
452.00,0.70,Very Good,D,SI1,62.60,57.00,5.67,5.70,3.56,2726.00
453.00,0.53,Premium,E,SI1,61.80,60.00,5.21,5.18,3.21,2099.00
454.00,1.71,Premium,G,SI1,60.60,58.00,7.79,7.75,4.71,13666.00
455.00,0.93,Premium,G,VS1,62.10,59.00,6.21,6.16,3.84,4793.00
456.00,0.61,Ideal,E,VS2,61.30,55.00,5.48,5.45,3.35,2373.00
457.00,1.01,Premium,G,SI1,61.50,59.00,6.48,6.43,3.97,5006.00
458.00,1.01,Ideal,G,SI1,62.30,57.00,6.41,6.36,3.98,4694.00
459.00,0.70,Ideal,E,VS1,60.50,56.00,5.78,5.83,3.51,3419.00
460.00,2.48,Ideal,I,SI2,62.30,57.00,8.64,8.58,5.36,12883.00
461.00,1.04,Premium,E,SI2,62.40,57.00,6.51,6.43,4.04,4892.00
462.00,1.06,Ideal,H,SI1,60.80,54.00,6.64,6.61,4.03,4602.00
463.00,0.44,Very Good,E,SI1,62.90,58.00,4.85,4.88,3.06,810.00
464.00,0.90,Very Good,H,VS2,62.60,59.00,6.07,6.16,3.83,5502.00
465.00,1.52,Ideal,H,VS1,60.10,60.00,7.54,7.51,4.52,11946.00
466.00,0.31,Ideal,H,VVS1,62.60,53.00,4.35,4.41,2.74,687.00
467.00,1.13,Very Good,H,SI1,60.10,60.00,6.73,6.77,4.06,4959.00
468.00,0.91,Good,D,SI2,64.10,62.00,6.06,6.01,3.87,3349.00
469.00,0.53,Good,G,SI1,63.80,56.00,5.14,5.18,3.29,1268.00
470.00,0.31,Ideal,E,VS1,62.10,54.20,4.31,4.35,2.69,726.00
471.00,1.28,Ideal,H,SI2,61.80,57.00,7.00,6.97,4.32,5676.00
472.00,1.51,Ideal,G,VS1,61.90,57.00,7.37,7.34,4.55,14674.00
473.00,0.41,Premium,F,VVS2,61.00,59.00,4.82,4.79,2.93,1192.00
474.00,0.28,Ideal,F,VS2,61.80,54.00,4.18,4.23,2.60,490.00
475.00,1.23,Premium,H,VS2,59.30,58.00,7.00,6.94,4.13,5979.00
476.00,0.36,Ideal,H,IF,61.90,57.00,4.60,4.55,2.83,1013.00
477.00,2.03,Very Good,I,VS1,63.20,60.00,8.01,7.98,5.05,15086.00
478.00,0.55,Ideal,E,SI1,60.90,56.00,5.32,5.28,3.23,1556.00
479.00,0.92,Very Good,F,SI1,62.20,55.00,6.19,6.26,3.87,4621.00
480.00,1.70,Very Good,I,SI1,63.10,57.00,7.51,7.46,4.72,10341.00
481.00,0.58,Ideal,F,VVS2,61.80,56.00,5.36,5.39,3.32,2395.00
482.00,0.31,Ideal,F,VVS2,62.40,55.00,4.33,4.36,2.71,761.00
483.00,1.27,Ideal,G,VVS1,61.70,56.00,6.90,7.03,4.30,10805.00
484.00,1.27,Premium,I,SI1,62.30,56.00,6.93,6.85,4.29,5547.00
485.00,1.11,Ideal,J,VS2,61.70,54.00,6.64,6.69,4.11,5051.00
486.00,1.52,Premium,E,SI1,62.50,59.00,7.33,7.26,4.56,12418.00
487.00,0.93,Ideal,I,SI1,62.50,55.00,6.23,6.29,3.91,3856.00
488.00,0.31,Ideal,G,VVS2,62.10,56.00,4.32,4.35,2.69,707.00
489.00,0.83,Very Good,D,IF,59.70,53.00,6.14,6.23,3.69,7889.00
490.00,1.22,Premium,H,SI1,60.60,60.00,6.92,6.85,4.17,6387.00
491.00,0.32,Ideal,E,VS2,62.30,56.00,4.41,4.38,2.74,900.00
492.00,0.40,Very Good,E,SI1,62.80,59.00,4.67,4.70,2.94,707.00
493.00,0.70,Very Good,G,VVS2,60.80,57.00,5.72,5.76,3.49,2931.00
494.00,1.43,Fair,I,VS1,50.80,60.00,7.73,7.25,3.93,6727.00
495.00,0.58,Ideal,D,SI2,61.20,57.00,5.38,5.41,3.30,1436.00
496.00,0.81,Premium,G,SI2,59.00,57.00,6.14,6.10,3.61,2274.00
497.00,0.40,Ideal,F,SI1,62.10,57.00,4.69,4.65,2.90,882.00
498.00,0.55,Ideal,E,VS2,61.40,56.00,5.26,5.32,3.25,1667.00
499.00,1.16,Very Good,H,SI2,61.80,58.00,6.75,6.81,4.19,4785.00
500.00,1.04,Premium,H,SI2,62.40,58.00,6.49,6.40,4.02,3611.00
501.00,0.71,Premium,G,SI1,58.90,62.00,5.85,5.79,3.43,2181.00
502.00,0.91,Very Good,F,VS2,60.80,57.00,6.24,6.25,3.80,4606.00
503.00,0.30,Ideal,F,VS1,61.70,56.00,4.32,4.34,2.67,570.00
504.00,0.70,Fair,G,SI1,61.60,66.00,5.62,5.57,3.45,1995.00
505.00,0.70,Very Good,G,SI2,60.60,58.00,5.72,5.77,3.48,2057.00
506.00,1.01,Very Good,H,SI2,63.90,56.00,6.29,6.38,4.05,4023.00
507.00,1.50,Premium,D,I1,61.70,62.00,7.28,7.24,4.48,6300.00
508.00,0.52,Ideal,E,VS2,61.50,56.00,5.17,5.14,3.17,1767.00
509.00,0.36,Ideal,D,SI2,62.30,57.00,4.57,4.52,2.83,689.00
510.00,1.10,Very Good,F,VS2,,59.00,6.56,6.60,4.08,6708.00
511.00,1.01,Very Good,I,SI2,63.50,57.00,6.35,6.37,4.04,4244.00
512.00,0.30,Premium,G,SI1,62.60,57.00,4.34,4.25,2.69,574.00
513.00,0.38,Very Good,F,SI2,,61.00,4.61,4.67,2.83,600.00
514.00,0.30,Ideal,F,VS2,62.00,54.00,4.31,4.34,2.68,605.00
515.00,1.53,Ideal,I,VS2,61.70,57.00,7.36,7.41,4.56,9189.00
516.00,1.52,Premium,F,VS2,59.40,55.00,7.52,7.46,4.45,14388.00
517.00,1.01,Fair,D,VVS2,65.40,57.00,6.20,6.16,4.04,8716.00
518.00,0.45,Good,F,VS1,58.60,62.20,5.00,5.05,2.95,1144.00
519.00,0.32,Ideal,G,VVS1,60.30,58.00,4.44,4.48,2.69,779.00
520.00,0.26,Ideal,E,VVS2,62.20,56.00,4.12,4.15,2.57,599.00
521.00,0.31,Very Good,F,VS2,63.40,56.00,4.34,4.31,2.74,802.00
522.00,0.30,Ideal,H,VVS1,61.30,57.00,4.32,4.36,2.66,665.00
523.00,0.42,Good,E,SI1,63.60,61.00,4.73,4.70,3.00,945.00
524.00,1.04,Ideal,F,SI1,59.90,56.00,6.64,6.58,3.96,4403.00
525.00,0.56,Ideal,F,VS2,61.00,55.00,5.33,5.35,3.26,1708.00
526.00,1.05,Ideal,G,VS2,61.60,56.00,6.52,6.56,4.03,6837.00
527.00,0.90,Very Good,G,VS1,62.30,60.00,6.00,6.08,3.76,4540.00
528.00,1.09,Premium,H,VS1,60.20,59.00,6.71,6.67,4.03,5860.00
529.00,1.00,Premium,H,VS2,61.30,61.00,6.44,6.38,3.93,5096.00
530.00,1.22,Premium,E,SI2,60.50,60.00,6.93,6.89,4.18,4974.00
531.00,1.12,Ideal,G,SI1,62.00,55.00,6.68,6.65,4.13,5551.00
532.00,0.73,Ideal,F,VS1,61.20,57.00,5.79,5.84,3.56,3797.00
533.00,0.90,Very Good,D,SI1,62.70,56.00,6.12,6.16,3.85,4381.00
534.00,0.71,Ideal,G,VVS2,60.70,57.00,5.81,5.78,3.52,2843.00
535.00,0.32,Good,E,VS1,59.50,64.00,4.42,4.45,2.64,756.00
536.00,0.39,Ideal,F,VS2,60.00,57.00,4.76,4.70,2.84,1053.00
537.00,1.22,Premium,I,VS2,60.30,59.00,6.93,6.87,4.16,6217.00
538.00,1.01,Very Good,I,SI1,60.90,63.00,6.51,6.43,3.94,2323.00
539.00,1.50,Good,E,SI2,61.50,65.00,7.21,7.17,4.42,6300.00
540.00,1.22,Premium,E,SI1,62.30,59.00,6.80,6.74,4.22,7395.00
541.00,0.57,Ideal,E,SI1,62.20,57.00,5.33,5.31,3.31,1613.00
542.00,1.06,Premium,E,VS2,61.30,58.00,6.56,6.52,4.01,7408.00
543.00,0.30,Ideal,F,IF,62.30,55.00,4.29,4.31,2.68,886.00
544.00,0.38,Very Good,D,SI1,58.90,61.00,4.75,4.79,2.81,733.00
545.00,0.50,Very Good,I,SI1,62.80,60.00,5.04,5.08,3.18,1054.00
546.00,0.50,Ideal,H,SI2,62.40,55.00,5.09,5.11,3.18,964.00
547.00,1.12,Good,F,VS2,63.80,57.00,6.59,6.61,4.21,6925.00
548.00,1.59,Premium,H,VVS2,63.00,58.00,7.48,7.43,4.70,12409.00
549.00,0.35,Ideal,F,SI1,62.40,55.00,4.55,4.52,2.83,748.00
550.00,0.59,Premium,H,SI1,62.90,60.00,5.34,5.24,3.33,1265.00
551.00,0.52,Ideal,G,VS1,61.20,56.00,5.19,5.23,3.19,1803.00
552.00,0.62,Ideal,D,VS2,61.20,56.00,5.49,5.52,3.37,2243.00
553.00,1.04,Very Good,G,VS2,61.90,57.00,6.46,6.50,4.01,6177.00
554.00,2.16,Premium,J,VVS1,61.50,58.00,8.36,8.26,5.11,17891.00
555.00,0.41,Ideal,E,SI1,62.70,57.00,4.74,4.77,2.98,755.00
556.00,1.61,Ideal,I,VS2,62.50,57.00,7.49,7.43,4.66,10098.00
557.00,0.35,Ideal,E,SI2,61.40,56.00,4.55,4.51,2.78,630.00
558.00,1.25,Premium,F,VS2,61.50,60.00,6.93,6.89,4.25,8840.00
559.00,1.25,Ideal,G,VVS2,62.20,55.00,6.87,6.93,4.29,10983.00
560.00,0.70,Very Good,F,VS1,62.40,56.00,5.62,5.70,3.53,2604.00
561.00,1.06,Premium,I,SI2,61.50,57.00,6.57,6.49,4.02,2968.00
562.00,0.91,Ideal,J,VS1,61.90,56.00,6.19,6.22,3.85,3863.00
563.00,0.90,Ideal,I,SI2,62.00,56.00,6.20,6.16,3.83,2948.00
564.00,0.96,Good,H,SI2,56.70,62.00,6.51,6.39,3.66,3611.00
565.00,0.80,Ideal,H,SI2,62.40,57.00,5.91,5.83,3.66,2122.00
566.00,1.01,Very Good,G,IF,63.00,60.00,6.31,6.35,3.99,7974.00
567.00,1.51,Good,J,VS2,64.00,58.00,7.24,7.27,4.64,6936.00
568.00,2.03,Premium,D,SI2,61.70,58.00,8.14,8.10,5.01,13229.00
569.00,1.21,Premium,F,SI1,61.10,61.00,6.78,6.74,4.13,5720.00
570.00,0.35,Very Good,H,SI1,63.30,54.00,4.53,4.51,2.86,647.00
571.00,1.00,Very Good,E,VS1,63.00,58.00,6.29,6.38,3.99,7676.00
572.00,0.52,Ideal,E,VS2,61.20,56.00,5.16,5.23,3.18,1689.00
573.00,0.39,Premium,D,VS2,,59.00,4.76,4.74,2.86,1024.00
574.00,0.31,Ideal,G,VVS1,61.80,54.00,4.39,4.41,2.72,789.00
575.00,1.39,Premium,H,SI1,62.70,58.00,7.15,7.08,4.46,7986.00
576.00,0.36,Premium,I,IF,59.90,59.00,4.58,4.63,2.76,758.00
577.00,1.23,Ideal,H,SI1,62.30,57.00,6.85,6.89,4.28,5938.00
578.00,0.42,Ideal,G,VS1,61.20,54.00,4.82,4.86,2.96,921.00
579.00,0.42,Premium,I,SI1,62.60,58.00,4.76,4.80,2.99,626.00
580.00,1.50,Good,H,I1,64.00,56.00,7.18,7.05,4.56,4022.00
581.00,0.30,Ideal,D,SI1,62.10,56.00,4.30,4.33,2.68,552.00
582.00,1.14,Ideal,G,VVS2,61.00,56.00,6.74,6.76,4.12,9013.00
583.00,0.39,Premium,D,VS1,61.70,59.00,4.69,4.64,2.88,1123.00
584.00,0.31,Good,G,VS1,63.80,57.00,4.29,4.33,2.75,625.00
585.00,0.38,Ideal,D,VVS2,61.50,57.00,4.67,4.63,2.86,1257.00
586.00,0.42,Ideal,H,SI1,61.70,55.00,4.84,4.85,2.99,885.00
587.00,0.35,Very Good,G,VS2,60.20,60.00,4.54,4.60,2.75,658.00
588.00,0.30,Premium,G,VS1,62.30,59.00,4.30,4.27,2.67,776.00
589.00,0.52,Premium,H,SI1,62.60,55.00,5.16,5.12,3.22,1219.00
590.00,0.50,Very Good,J,VS1,61.40,57.80,5.09,5.14,3.15,1034.00
591.00,0.72,Ideal,G,VVS2,61.00,56.00,5.80,5.84,3.55,3295.00
592.00,1.50,Premium,H,SI2,60.80,58.00,7.39,7.34,4.48,8148.00
593.00,1.04,Very Good,D,SI1,63.40,55.00,6.41,6.46,4.08,5557.00
594.00,0.53,Ideal,H,VVS1,61.30,56.00,5.21,5.23,3.20,1781.00
595.00,0.40,Very Good,D,VS1,62.90,55.00,4.73,4.77,2.99,1004.00
596.00,0.74,Premium,D,SI1,60.60,60.00,5.88,5.84,3.55,2655.00
597.00,1.30,Ideal,G,VS1,62.40,56.00,7.03,6.95,4.36,6928.00
598.00,0.70,Ideal,J,SI1,62.60,56.00,5.66,5.68,3.55,1937.00
599.00,0.90,Fair,I,VVS2,67.00,56.00,5.91,5.83,3.93,3074.00
600.00,0.70,Ideal,I,VVS1,62.30,55.00,5.70,5.64,3.53,2536.00
601.00,0.59,Very Good,G,SI1,63.00,57.00,5.35,5.38,3.38,1412.00
602.00,0.35,Ideal,F,VVS2,60.80,55.00,4.58,4.61,2.79,872.00
603.00,0.30,Ideal,E,VS2,62.60,54.00,4.31,4.28,2.69,844.00
604.00,0.70,Very Good,D,SI1,62.10,56.00,5.65,5.69,3.52,2686.00
605.00,1.01,Ideal,J,VS2,62.30,55.00,6.40,6.44,4.00,4425.00
606.00,1.00,Very Good,D,SI2,63.50,59.00,6.35,6.32,4.02,4295.00
607.00,0.53,Ideal,G,VVS2,60.40,56.00,5.24,5.29,3.18,1948.00
608.00,0.54,Ideal,D,VS1,61.40,57.00,5.21,5.24,3.21,2039.00
609.00,0.42,Very Good,G,VS1,59.40,59.00,4.86,4.90,2.90,921.00
610.00,1.52,Good,G,SI1,64.40,59.00,7.18,7.25,4.65,9368.00
611.00,2.04,Premium,F,SI2,60.20,58.00,8.17,8.24,4.94,18066.00
612.00,1.05,Fair,F,SI2,66.00,60.00,6.30,6.22,4.13,3615.00
613.00,0.33,Ideal,E,VS2,,55.00,4.48,4.46,2.74,928.00
614.00,1.51,Good,I,SI2,63.60,60.00,7.27,7.23,4.61,7957.00
615.00,0.32,Ideal,G,VVS1,61.90,56.00,4.40,4.39,2.72,1080.00
616.00,1.00,Ideal,F,VS1,61.90,57.00,6.41,6.39,3.96,7526.00
617.00,1.01,Premium,E,SI2,60.00,61.00,6.53,6.47,3.90,4921.00
618.00,0.39,Premium,F,VS2,62.40,58.00,4.65,4.61,2.89,1053.00
619.00,1.00,Premium,E,SI1,61.10,60.00,6.47,6.42,3.94,5174.00
620.00,0.39,Ideal,E,VS2,61.40,56.00,4.68,4.74,2.89,796.00
621.00,0.70,Very Good,F,VS2,59.50,58.00,5.75,5.85,3.45,2812.00
622.00,0.90,Ideal,E,VS1,61.70,56.00,6.19,6.22,3.83,6230.00
623.00,1.00,Good,J,VS2,58.70,61.00,6.50,6.52,3.82,3769.00
624.00,0.58,Premium,D,VS1,59.20,60.00,5.46,5.41,3.22,2401.00
625.00,0.30,Ideal,G,IF,61.00,56.00,4.34,4.37,2.65,844.00
626.00,1.51,Premium,F,VS2,61.10,59.00,7.37,7.32,4.49,14294.00
627.00,1.01,Premium,F,VVS1,62.80,58.00,6.39,6.35,4.00,9412.00
628.00,0.35,Very Good,E,VS1,62.30,60.00,4.50,4.52,2.81,829.00
629.00,1.01,Very Good,G,VS2,61.90,58.00,6.37,6.42,3.96,6047.00
630.00,0.70,Ideal,J,VS2,61.90,57.00,5.65,5.69,3.51,1974.00
631.00,0.62,Premium,F,VS2,62.30,60.00,5.46,5.39,3.38,2009.00
632.00,1.51,Premium,H,SI1,60.70,59.00,7.43,7.39,4.50,10020.00
633.00,2.01,Premium,J,SI2,62.80,58.00,8.09,8.00,5.05,12407.00
634.00,0.35,Fair,F,VVS1,54.60,59.00,4.85,4.79,2.63,1011.00
635.00,0.91,Premium,F,SI2,61.40,60.00,6.21,6.23,3.82,3682.00
636.00,0.43,Premium,D,VS2,60.20,59.00,4.92,4.88,2.95,1129.00
637.00,1.22,Premium,H,VS2,62.70,59.00,6.82,6.81,4.27,6184.00
638.00,1.01,Premium,F,SI1,62.20,59.00,6.41,6.36,3.97,5345.00
639.00,0.59,Ideal,H,SI2,61.90,55.00,5.37,5.39,3.33,1292.00
640.00,1.11,Good,E,SI2,,60.00,6.76,6.83,3.96,4532.00
641.00,0.52,Very Good,J,SI1,62.50,59.00,5.14,5.16,3.22,1019.00
642.00,0.23,Premium,D,VVS2,59.60,61.00,4.03,3.99,2.39,640.00
643.00,1.33,Premium,G,VS1,62.70,58.00,6.96,7.01,4.38,9699.00
